Pakkal,Pakkal : la revanche de Xibalbà
Echec & mat pr noir,Echec et mat par les noirs
Des pêches pour monsieur le curé,Des pêches pour monsieur le curé 
"Outlander, tome 8 - partie 2","Outlander, tome 8 - Écrit avec le sang de mon cœur, partie 2"
Les Gardiens de la lumière - Tome 4 Le paradis sur terre,Les gardiens de la lumière
Les Gardiens de la lumière - Tome 4 Le paradis sur terre,Les gardiens de la lumière - Le paradis sur terre (tome 4)
Les gardiens de la lumière,Les gardiens de la lumière - Le paradis sur terre (tome 4)
Juliette à Rome ,Juliette à Rome (format pdf)
L'eau noire," Les Cités intérieures, Tome 2"
L'eau noire,L'eau noire - NÂ° 67
" Les Cités intérieures, Tome 2",L'eau noire - NÂ° 67
Sur la 132, Sur la 132 
Les gardiens des portes : Alicia (tome 2),Les gardiens des portes
Les Messagers de Gaïa - Tome 6,Les messagers de Gaïa
Les Messagers de Gaïa - Tome 6,Le testament des rois
Les messagers de Gaïa,Le testament des rois
Savannah - Tome 9,Savannah Tome 9 Le talisman oublié
Le roman policier de Marie Amatie,Le roman policier de Marie Amatie 
LOVELIE D'HAITI T02,Lovelie D'Haïti
Le trésor de Zofia,Le Trésor de Zofia 
Le dévoiement et autres nouvelles (par endroits inconvenantes),Devoiement et autres nouvelle
Mon affreux maillot beige /,Mon affreux maillot beige
Opération sasquash,Opération Sasquatch
Les porteurs du pouvoir,La zone
Les porteurs du pouvoir,Les porteurs du pouvoir - NÂ° 3
La zone,Les porteurs du pouvoir - NÂ° 3
La bagarre, La bagarre 
La dérive des jours,La Dérive des jours 
Les Gardiens de la lumière - Tome 3 Au fil des jours,"Les gardiens de la lumière, tome 3"
KABOUM T03 LE SOUFFLE,Kaboum
La petite fille qui aimait trop les allumettes, La petite fille qui aimait trop les allumettes 
Scoop pour le redacteur  bola,Scoop pour le rédacteur
PLUS VITE BENJAMIN,"Plus vite, Benjamin! "
La peur au corps - Nº 177,La peur au corps
EMO EPISODE 4 UNE BRECHE,Emo
Chronoreg - Nº 26,Chronoreg
Rebelle - Un amour de mère,Un amour de mère
Red Light T.2,Red light
Gran Hotel de Extranjeros = [Grand Hôtel des Étrangers],Gran Hotel de Extranjeros
 Sam perd la tête ,Sam perd la tête 
"Cornes, ou, Les chèvres de Pan","Cornes,"
 Deluge ,Déluge
Goût de racines et d’étoiles,Goût de racines et d'étoiles
Doug l'aventurier chez les gorilles,DOUG L'AVENTURIER CHEZ
"Soleil levant ; précédé de, Gymnastique de la voix, et suivi de, Léo continuo (inédits)",Soleil levant
Le Projet Shiro,Le projet Shiro
Des moustiques /,Les moustiques - Nº 108
Le poids de la lumière /,POIDS DE LA LUMIERE (LE)
C'est l'halloween #2 debutant,"Collection Souriceau, [6-7 ans]"
Capitaine Popaul,Capitaine Popaul 2 : le retour
Amos Daragon - Tome 3,Amos Daragon. vol. 3. Le crépuscule des Dieux
L'ABC de monsieur Pizza,ABC DE MONSIEUR PIZZA
Le Sentier des Roquemont - Tome 3 Le dilemme,"Le Sentier des Roquemont, tome 3"
Le Jeu du Démiurge,Le jeu du Démiurge - Nº 42
Petit Ours et Petit Pingouin,Amis pour la vie
Calme aurore,"Calme aurore (s'unir ailleurs, du napalm plein l'oeil)"
Au cœur de la forêt,Au coeur de la forêt
L'importance de Mathilde Poisson /,IMPORTANCE DE MATHILDE
L'importance de Mathilde Poisson /,L’importance de Mathilde Poisson
IMPORTANCE DE MATHILDE,L’importance de Mathilde Poisson
Derniers pas vers l'enfer - Nº 166,Derniers pas vers l'enfer 
Spirtou : la planète Sans Retour,Spirtou
Soutermonde t01 -sammy,Le Soutermonde
Leçons de terreur,L'université des monstres
Prochain épisode, Prochain épisode 
Les Voix meurtrières ,Les voix meurtrières
Les Voix meurtrières ,Les voix meurtrières 
Les voix meurtrières,Les voix meurtrières 
L'homo detritus,Homo detritus -l'
Ce pays de rêve - Tome 2 La déchirure,Ce pays de rêve
La séparation :,La séparation
Pistoubrelou et la gourmandise,PISTOUBRELOU ET LA GOUR
A LA RECHERCHE DU TIKAM,À la recherche du tikami
La fée des étoiles est dans la lune,FEE DES ETOILES EST DAN
"À table, Polka!",A TABLE POLKA
KABOUM T30 L'AMULETTE,Kaboum
Un chien ,UN CHIEN
La dame de cent ans,"La dame de cent ans ; suivi de, Diogène 1960"
Garfield,Garfield - NÂ° 9
Le Talisman de Nergal - Tome 1 L'élu de Babylone,"Le Talisman de Nergal, volume 1"
Ping-Pong contre Tête-de-Navet, Ping-Pong contre Tête-de-Navet 
Nipishish ,Nipishish
Questions d'écriture Réponses à des lecteurs,Questions d'écriture
Alexandre - Le nœud gordien - NÂ° 2,Le noeud gordien
La magie de Super Hakim,La magie de Super Hakim 
ST-VALENTIN DES ANIMAUX,La Saint-Valentin des animaux
VAN L'INVENTEUR T02,Van l'inventeur
Un Jos Louis au parc Viger,Un Jos Louis au Parc Viger
Madame Victoria ,Madame Victoria
Six mois sans pamplemousse,SIX MOIS SANS PAMPLEMOUSS
Ce cher fred,Ce cher Fred
Blanc dehors,Blanc dehors 
Hallali,Hallali 
Lit double,"Lit double, tome 3"
Fais-moi peur !,Fais-moi peur!
La plus belle île,La Plus belle île
Deux histoires d'Halloween,Des bonbons et des méchants / Les trois bonbons de Monsieur Magnani
Deux histoires d'Halloween,Des bonbons et des méchants
Des bonbons et des méchants / Les trois bonbons de Monsieur Magnani,Des bonbons et des méchants
Temoin dangereux,Témoin dangereux
 De la jalousie envers une best qui drague votre chum: Psy malgré moi - dossier 04 ,Psy malgré moi
Manière noire,Maniere noire
Monsieur Khaloun,Monsieur Khaloun - Nº 125
Les tisserands du pouvoir,Les Tisserands du pouvoir
Hamra comme par hasard /, Hamra comme par hasard 
Hamra comme par hasard /,"Hamra, comme par hasard"
 Hamra comme par hasard ,"Hamra, comme par hasard"
 Notre Duplex ,Notre duplex 
 Les chants ,Les chants
Le bonheur total,Le Bonheur total
Gaïg - Tome 3,Gaïg
Le zloukch,Le Zloukch
Chère Laurette - Tome 3 (compact) Le retour,Chère Laurette
Prendre langue, Prendre Langue 
L'homme qui détestait le golf,HOMME QUI DETESTAIT LE GO
Ne pleurez pas lysandre,"Ne pleurez pas tant, Lysandre..."
Zazie - Tome 2 C'est poche!,"Zazie, volume 2"
Caillou: Mon premier voyage,Caillou
Trafic à New York - Nº 29,Trafic à New York
Les huit têtes - NÂ° 5,Chroniques d'une sorcière d'aujourd'hui
Les huit têtes - NÂ° 5,Les huit têtes
Chroniques d'une sorcière d'aujourd'hui,Les huit têtes
Un bonheur si fragile," Un bonheur si fragile, tome 2"
Un bonheur si fragile,Un bonheur si fragile - Tome 2 Le drame
" Un bonheur si fragile, tome 2",Un bonheur si fragile - Tome 2 Le drame
ECOLE C'EST TOUJO. NO02,"L'école, c'est toujours aussi fou!"
Un temps nouveau /,Un temps nouveau
Délirons avec Léon!,DELIRONS AVEC LEON NO09
Le Sentier des Roquemont - Tome 1 (compact) Les racines,"Le Sentier des Roquemont, tome 1"
Shopkins - Ã tout vent,À tout vent /
Un mystérieux cadeau,"Un mystérieux cadeau (2009, 2018)"
BALLADE DE VIPERINE,La ballade de Vipérine 
Galette et le lutin coquin,Galette et le lutin coquin 
Dure nuit pour Delphine,Dure nuit pour Delphine - Nº 62
D'un silence à l'autre - Tome III,D'un silence à l'autre
D'un silence à l'autre - Tome III,Les promesses de l'aube
D'un silence à l'autre,Les promesses de l'aube
La Jument de la nuit,La jument de la nuit
L'homme qui souriait en dormant,Homme qui souriait en dormant
COQUIN DE ROBOT,Coquin de robot!
Klondike - Tome 2 Les promesses de l'Eldorado,Klondike
 Contes d'Irlande ,Contes d'Irlande 
Pique-nique spatial,006-pique-nique spatial
Madame Tout-le-monde - Tome 4 Vent de folie,"Madame Tout-le-monde, tome 4"
Garfield,Garfield - NÂ° 22
Caillou chez le docteur ,Caillou: Chez le docteur
BEC BLONDE D'ENTREPRENEUR,"B.E.C., blonde d'entrepreneur en construction"
Les Dragouilles v.15 Les orangées de Johannesburg,Les dragouilles - NÂ° 15
POM-POM GIRLS T02 LE SEC,Pom-pom girls
L'Assassin impossible ,L'assassin impossible
Face de clown,081-face de clown
Délirons avec Léon!,DELIRONS AVEC LEON NO30
Adel l'apprenti migrateur,Adel l'apprenti migrateur /
Romance en do mineur de Maître Clo,La romance en do mineur de maître Clo
Le souffle de l'harmattan,Le Souffle de l'harmattan
Lettres à l'assassin,Lettre à l'assassin
Bienvenue à Meurtreville (version du 2016-03-03), Bienvenue à Meurtreville 
Avalon T2,Le dernier fils d'Avalon
La mélodie maudite - Nº 35,La mélodie maudite /
La boîte à lecture #3,Boite a lecture (12) dora exp. #3
Clovis et Mordicus - Tome 2 Le trésor de Mordicus,Le trésor de Mordicus
Clovis et Mordicus - Tome 2 Le trésor de Mordicus,Clovis et Mordicus
Le trésor de Mordicus,Clovis et Mordicus
Le baiser du lion,Le Baiser du lion 
Jeu de puissance,Passion Hockey - Tome 2 Jeu de puissance
Le Royaume,Le royaume : la prophétie
Le Royaume,Le royaume
Le royaume : la prophétie,Le royaume
Ces années-là /,Ces années-là
La maison d'en face ,La maison d'en face
Théologie hebdo,"Théologie hebdo ; suivi de, Théorie comanche"
Veuve de l'artiste t2 -la,La veuve de l'artiste
"1779, trois bêtes à sept têtes",1779 : Trois bêtes à sept têtes t.1
Avec ma famille,Caillou: Avec ma famille
L'Assassin impossible ,L'assassin impossible
"Guy de La Violette, fondateur de Trois-Rivières",Guy de la violette fondateur
16 ans et patriote /,16 ANS ET PATRIOTE
 Le bedon tout rond ,Le bedon tout rond
"""Livres-s"" (Qu'importe le livre, pourvu qu'on ait l'ivresse)",Livres-s qu'importe le livre
L'étrange histoire de monsieur Paul,Etrange hist.de m. paul -l'
"L'école, c'est encore plus fou!",ECOLE C'EST ENCORE NO03
La taupe et le dragon - Nº 25,La taupe et le dragon
1 minute,1 MINUTE
Jouons avec Léon,JOUONS AVEC LEON T05
Marilou Polaire,MARILOU POLAIRE T.01
Zaq et moi,Zaq et moi - Tome 1
"Banc de brume, ou, Les aventures de la petite fille que l'on croyait partie avec l'eau du bain",Banc de brume
La musique du soleil - NÂ° 155,La musique du soleil
PLAISIRS D'AMOUR ET DE TE,Plaisirs d'amour et de tendresse /
"Bonjour, Olaf !","Bonjour, Olaf!"
Entre 2 mondes,L'Ordre des Eldils - Tome 2
La Valise d'Hana ,La valise d'Hana
"Lélie, ou, La vie horizontale",Lélie
Le mauvais coup du samedi,Le mauvais coup du samedi - NÂ° 65
"Adam, Ève et--","Adam, Ève et... "
 Testament ,Testament
Va chercher - L'insolite destin de Julia Verdi,Va chercher
Le prince Malavenant,Les Mésaventures de Grosspafine - Tome 2 Le prince Malavenant
Le prince Malavenant,Les mésaventures de Grosspafine
Les Mésaventures de Grosspafine - Tome 2 Le prince Malavenant,Les mésaventures de Grosspafine
Fillion et frères,Fillion et frère
Sur les traces de Loubaye Dantor ,SUR LES TRACES DE LOUBA
SANS PARDON,Sans pardon
Seve -la,La sève
La fête,FETE (LA)
Garfield,Au royaume des lasagnes - NÂ° 1
Mechante surprise -phineas et ferb,Méchante surprise
Les chemins de la vie--,"Mes plus beaux billets, tome 3 - Les chemins de la vie..."
Ping-pong - Nº 2,"""Safari-shopping"" contre les filles"
Le Monstre,Le monstre
QUELLE AUTO ROMEO NO01,"Quelle auto, Roméo!"
Coups de théâtre!,COUPS DE THEATRE
"Jess, ou, Comment j'ai accouché d'un orignal",JESS OU COMMENT J'AI AC
Caillou,Caillou : the wolf
Amos Daragon (7) Voyage aux Enfers,Amos Daragon - Tome 7
Avengers - Nº 5,Avengers
Nozophobia,NOZOPHOBIA
La révolte des grenouilles,REVOLTE DES GRENOUILLES
Une toute petite mort,Une toute petite mort 
J'INVENTE LA PISCINE,J'invente la piscine
Petit Gros et Grand Chapeau,007-petit gros et grand chapeau
Cartographies I,CARTOGRAPHIES 1 COURONNE
Cartographies I,« Cendré »
CARTOGRAPHIES 1 COURONNE,« Cendré »
"Les premiers magiciens, volume 4",Les Premiers magiciens - Tome 4 Le baiser des morts
"Dans l'ombre d'Edison, tome 1",Dans l'ombre d'Edison - Tome 1 Le sorcier de Menlo Park
Jack,Jack Kerouac
L'Autre côté du miroir,L'autre côté du miroir
Têtes à claques, Têtes à claques 
L'étoile de Sarajevo, L'étoile de Sarajevo 
"Pain noir, pain blanc, tome 3","Pain noir, pain blanc, tome 3 - Les secrets de famille"
La tour des trois soleils,Les 7 cristaux de Shamballa
Youbba,Youbba – Le rêve de Justin
Youbba,Youbba - NÂ° 4 - Le rêve de Justin
Youbba – Le rêve de Justin,Youbba - NÂ° 4 - Le rêve de Justin
"Fanette, tome 5",Fanette
"Le coeur a toujours besoin d'un visage dans sa tête (1991, 1994)",Le coeur a toujours besoin d'un visage dans sa tête
TOUT PT GEANT (LE),Le tout petit géant /
La fille invisible,FILLE INVISIBLE (LA)
OMBRE DU GARDIEN (L'),L'ombre du gardien 
"La vieille laide, tome II - Le chemin des aveux",La vieille laide
La troisième prophétie,Troisieme prophetie
L'argent du monde - 2 - NÂ° 41,Les gestionnaires de l'apocalypse
La Fiancée américaine,La fiancée américaine
La Fiancée américaine,FIANCEE AMERICAINE (LA)
La fiancée américaine,FIANCEE AMERICAINE (LA)
Amé et les bons bonbons,AME ET LES BONS BONBONS
Mademoiselle Personne,Mademoiselle Personne 
Le voleur de tordus,Le voleur de tordus 
Le bonheur des autres,"Le bonheur des autres, tome 1"
"Cupcakes et claquettes, volume 2",Cupcakes et claquettes - Tome 2 L'amour est un caramel dur
Nuit des voleurs,La nuit des voleurs
Winnie,Winnie promenade de noel
La poussière du temps,La Poussière du temps - Tome 3 Sur le boulevard
La poussière du temps," La poussière du temps, tome 3"
La Poussière du temps - Tome 3 Sur le boulevard," La poussière du temps, tome 3"
Adieu Vieux Lézard !,"Adieu, Vieux Lézard!"
Le coeur en cavale, Le coeur en cavale 
Townships,TOWNSHIPS
Les Improductifs ,Les improductifs 
Zoée l'affamée,Zoée l'affamée 
ARTchitecturART,Artchitecturart
Le duc de Normandie,013-le duc de normandie
Défense d'entrer ! 7,Défense d'entrer!
Frankenstein ,Frankenstein
Maïna, Maïna 
Botté d'envoi /,Botté d'envoi 
RéLovution poétique,RéLovution Poétique tome 1
J'ai des p'tites nouvelles pour vous!, J'ai des p'tites nouvelles pour vous 
Une Charlotte olympique ,Une Charlotte olympique
Frissons d'enfants,Frissons d'enfants / Haunted childhood
Le fleuve des étoiles - Nº 181,Le fleuve des étoiles /
Juliette à Paris,Juliette à Paris 
La Force de vivre - Tome 4 Le courage d'Élisabeth,La force de vivre
"Maria, Maria, Maria--",Vingt petits pas vers Maria
Un choc soudain,Un choc soudain - Nº 9
MIMI POUTINE ET LE DRAG,Mimi Poutine et le dragon des mers
Un pas vers la Matrice,Un pas vers la matrice
Enfin! La fin de semaine ,Enfin! La fin de semaine
 Saccages ,Saccages
La professe,Professe -la
Quelque part en Amérique ,Quelque part en Amérique
Sentence,Sentence :terre
CHASSEUR DE PISTOU,Le chasseur de pistou
Juliette à Barcelone,Juliette à Barcelone 
Souvenirs de Monica,Souvenirs de monica
Le dernier havre,Le Dernier havre
" Lilith, tome 1",Trilogie Grand Dragon v.1 Cauchemars
Karim le kaki,KARIM LE KAKI NO05
Vers Saba /,Vers Saba
Thérèse et Pierrette à l'école des Saints-Anges Michel Tremblay [texte (gros caractères)] /,Thérèse et Pierrette à l'école des Saints-Anges
RADISSON T04 PIRATES DE L,Radisson
"Deux balles, un sourire ","Deux balles, un sourire"
"Deux balles, un sourire "," Deux balles, un sourire "
"Deux balles, un sourire"," Deux balles, un sourire "
L'oeil du diable. t. 1. 1685,"L'Åil du diable, tome 1"
"Betsi Larousse, ou, L'ineffable eccéité de la loutre",Betsi Larousse
Bonne fête Pomme et Pépin!,BONNE FETE POMME ET PEP
Bonne fête Pomme et Pépin!,"Bonne fête, Pomme et Pépin!"
BONNE FETE POMME ET PEP,"Bonne fête, Pomme et Pépin!"
Mission pas possible! No 1,Mission pas possible!
Je t'aime la vie,Je t'aime la vie (Mona)
"Caya, la roche et la mer ","Caya, la roche et la mer"
Voyageurs de passages - Tome 2 Pour le temps qu'il nous reste,Voyageurs de passages
Jordan et la forteresse assiégée ,Jordan et la forteresse assiégée
Polo et le garde-manger,POLO ET LE GARDE-MANGER
L'escouade Fiasco,ESCOUADE FIASCO T02 TRAHI
Sparkfriend /,Sparkfriend
Mon ami Pichou,MON AMI PICHOU
Oser-- l'amour dans tous ses états!,Oser l'amour dans.. etats -v1-#1
graffites ou le rasoir d'Occam,"Graffites, ou, Le rasoir d'Occam"
CHOCOLAT LA VERITABLE,Chocolat
"L'École du style - Tome 3 Petite robe noire, chapeau melon","L'école du style, volume 3"
MA SORCIERE M'EXASPERE DE,Ma sorcière m'exaspère devient acrobate
Harcelement psychologique au travail,Le harcèlement psychologique au travail
Un ami pour une princesse,Ami pour une princesse -un
Ma mere la terre t.1,"Ma mère, la terre"
 Ma guerre sera avec toi ,Ma guerre sera avec toi
"Gudrid, la Viking ; roman historique","Gudrid, la Vicking "
Les bagnoles - NÂ° 2 - Mes histoires préférées,Les bagnoles. [écrit par Melissa Lagonegro] No 2 /
La Fille de Thomas Vogel,Fille de thomas vogel -la
"Pères poules et prodigieux enfants, pas vraiment!","Pères poules et prodigieux enfants, pas vraiment !"
Les grands poèmes de la poésie québécoise : anthologie,Les grands poèmes de la poésie québécoise
Roméo risque gros,ROMEO RISQUE GROS NO03
"Le petit violon muet écrit et raconté par Bernadette Renaud ; illustré par Marie Luce Levesque ; musique de violon et d'alto, André Proulx ; musique de violoncelle et de contrebasse, Gilles Neault [ensemble multi-supports] /",Le petit violon muet
Le marchand de bêtises,MARCHAND DE BETISES
Les ordres trahis la tragedie,Les ordres trahis
Mensonges sur le Plateau Mont-Royal ,Mensonges sur le Plateau Mont-Royal (intégrale/compact) 
Mensonges sur le Plateau Mont-Royal , Mensonges Sur le Plateau Mont-Royal. Édition Intégrale 
Mensonges sur le Plateau Mont-Royal (intégrale/compact) , Mensonges Sur le Plateau Mont-Royal. Édition Intégrale 
"Lili Klondike, t.2",Lili Klondike
"Lili Klondike, t.2"," Lili Klondike, Tome 2  "
Lili Klondike," Lili Klondike, Tome 2  "
Les rats - NÂ° 7,Les rats
Caillou,Caillou -a la ferme de l'oncle felix [r]
Là où les eaux s'amusent ...,Là où les eaux s'amusent
Indésirables,INDESIRABLES
"La nouvelle maîtresse Dominique Demers ; illustrations, Tony Ross ; musique, Sébastien ""Watty"" Langlois [ensemble multi-supports] /",La nouvelle maîtresse
Le cahier rouge, Les cahiers de Céline. Tome 2
Le vrai héros,Le vrai héros 
Globule pris au piège,Globule pris au piège - Nº 16
Trop... plate!,Trop-- plate!
GRATTE-CIEL EN CARAMEL,Le gratte-ciel en caramel
Machine a bulles (relie),La machine à bulles
Victor VIe - Nº 1,"Victor VIe, pigeon voyageur"
"Je suis un ornithorynque, un point c'est tout !",Je suis un ornithorynque un point c'est tout!
Bine ," Bine, tome 3"
Garfield,"Garfield, poids lourd"
Et autres petits mensonges ,--et autres petits mensonges
Le petit monde de Saint-Anselme," Le petit monde de Saint-Anselme, tome 1"
Nous reviendrons en Acadie! ,Nous reviendrons en Acadie!
NOS 2 MONDES,Nos deux mondes
Ange gardien - Tome I,Ange gardien
Kidnap ping pong,Kidnapping-pong
Gaius : à la recherche de Béryl,Gaius
"Joyeux Nöel, Anna","Joyeux Noël, Anna "
Dans mon livre de cœur,DANS MON LIVRE DE COEUR
Dans mon livre de cœur,Dans mon livre de cœur 
DANS MON LIVRE DE COEUR,Dans mon livre de cœur 
La chasse est ouverte , La chasse est ouverte 
La chasse est ouverte ,CHASSE EST OUVERTE
La chasse est ouverte ,La chasse est ouverte
 La chasse est ouverte ,CHASSE EST OUVERTE
 La chasse est ouverte ,La chasse est ouverte
CHASSE EST OUVERTE,La chasse est ouverte
Madame Tout-le-monde - Tome 5 Ciel d'orage,Madame Tout-le-Monde
Klonk ou comment se débar[r]asser des adolescents,Klonk
Automne rouge /, Automne rouge 
Lance et compte - Tome 15,Deuxième effort
Cathryn,Cathryn - Tome 1 Avec un Y et pas de E
Cathryn,Cathryn - Avec un Y et pas de E
Cathryn - Tome 1 Avec un Y et pas de E,Cathryn - Avec un Y et pas de E
Ã fleur de peau,À fleur de peau 
Le mystère des bonbons sopranos,MYSTERE DES BONBONS SOPRA
"Silence, on tue! ","Silence, on tue!"
Frontalités,"Frontalités, censure et provocation dans la photographie contemporaine"
Damné,Damné - Tome 4 Le baptême de Judas
À la conquête du royaume,A la conquete du royaume
"921, Queen Mary Road ",921 Queen Mary Road
"Outlander, tome 7",Outlander  v. 7  L'écho des cœurs lointains
La rivière des morts - NÂ° 102,La rivière des morts
MOUTON MARIN NO01,Mouton marin
Sang merci,Sang merci : sous la loupe de Lambert
OPTIMISTES MEURENT EN 1ER,Les optimistes meurent en premier /
Drôle de vampire ,Drôle de vampire
"ATMA, le pouvoir de l'amour : comment retrouver le potentiel de vie en soi","Atma, le pouvoir de l'amour +cd"
"Préhistoire du monde ; suivi de, Inferno",PREHISTOIRE DU MONDE
L'héritier - Nº 6,Zâa
L'Adieu au monde ,L'adieu au monde
Homme de neige -l',L'homme de neige
Les Premiers magiciens - Tome 1 La rébellion des cigognes,"Les Premiers magiciens, volume 1"
C'est la faute à Ovechkin,C'est la faute à… - Tome 1 C'est la faute à Ovechkin
La Commanderie,La commanderie
Fables,"Fables : Ésope, La Fontaine, Beauchemin"
Les dragouilles en vacances,Les Dragouilles en vacances! /
Poèmes du lendemain 14,L'âme de tous les jours
Un monstre de glace ,Un monstre de glace
Clochette a des ennuis t1,Clochette a des ennuis
 Bébé boum ,Bébé boum - Tome 1 Bébé boum
 Bébé boum ,Bébé boum
Bébé boum - Tome 1 Bébé boum,Bébé boum
"Ève, ou, L'art d'aimer",Ève ou l'art d'aimer 
L'univers Gulliver,Paris
La dérive des jours ,La Dérive des jours 
Les Tours de Londres,Les tours de Londres
 Saint Denys Garneau ,Saint-Denys Garneau
KABOUM T28 L'EXPEDITION,Kaboum
Les petites roues,Caillou: Les petites roues
Les contes fantastiques de Baba ,Les contes fantastiques de Baba
Les sources de la magie,Les sources de la magie - NÂ° 54
Une grosse surprise pour Petit Pingouin,Une grosse surprise pour petit pingouin
Bonsoir Miss Nita,Bonsoir miss nita
Les Enfants de Roches-Noires - Tome 2 Ceux de la terre,Les enfants de Roches-Noires
Les mémoires de Caligula,Memoires de caligula -les
Elle était si jolie,Elle était si jolie 
"Oui, allô ?","Oui, allô?"
Petits mensonges nécessaires ,Petits mensonges nécessaires
Garfield,Garfield - NÂ° 52
Clochard,Clochard /
Glou! Glou!,Glou ! Glou ! - NÂ° 7
Retour des perce-neige,Le retour des perce-neige
"Le secret fardeau de Munch, ou, Les mémoires de Jehan le Poivreclair",Le secret fardeau de Munch
 Le dernier camelot ,Le dernier camelot 
Pour faire une histoire court,Pour faire une histoire courte--
"Bon anniversaire, mon petit ourson chéri!","Bon anniversaire, mon petit ourson chéri !"
Coffret - Ma première bibliothèque - Shimmer & Shine,Ma première bibliothèque Shimmer and Shine
Malphas,Malphas 3 - Ce qui se passe dans la cave reste dans la cave - Nº 24
OEUF GUERRIER (L'),L'oeuf guerrier
 La ruelle ,La ruelle /
Garfield,"Garfield, poids lourd"
Zazie - Tome 2 C'est poche!,"Zazie, volume 2"
The Trash Pack Bande dessinée,Bande dessinée 2
L'Atelier du marin,L'Atelier du matin
Les Fleurs du Catalpa,Les fleurs du Catalpa
Feu blanc contes de la Lune,Feu blanc. Contes de la Lune
Vengeance,Vengeance - Tome 1 Le glaive de Dieu
"Bonne année, grand nez","Bonne année, Grand Nez "
"Bonne année, grand nez","Bonne Année, Grand Nez"
"Bonne année, Grand Nez ","Bonne Année, Grand Nez"
Les Rouleurs ,Les rouleurs
La potion magique ,La potion magique
Marie@Jean,Marie@Jean :
Les filles de Caleb,"Les Filles de Caleb, tome 1"
Les prostituées des gangs de rues,Les prostituées des gangs de rue
Les voyages de Philibert Tanguay,Le ténébrion des ténèbres
Les voyages de Philibert Tanguay,VOYAGES DE PHILIBERT T05
Le ténébrion des ténèbres,VOYAGES DE PHILIBERT T05
L'Été de 1939 avant l'orage (compact) Avant l'orage,"L'été de 1939, avant l'orage"
Trop d'émotions pour un dragon!,Trop d'émotions pour un dragon !
Petite poule d'eau dd0024,La petite poule d'eau
La nuit des princes charmants, La Nuit des Princes Charmants 
Kaboum,KABOUM T15 L'ENIGME
L'ostie d'chat, L'ostie d'chat - Les bonus 
Oeuvres créatrices complètes,Åuvres créatrices complètes
Dans l'ombre du solstice,Dans l’ombre du Solstice
Noémie. [ressource électronique] Albert aux grandes oreilles,Noémie : Albert aux grandes oreilles
La nef des sorcières ,La nef des sorcières
Caillou - Les jouets,Caillou
Le plan,PLAN (LE)
"Saltimbanques, suivi de Kaléidoscope brisé","Saltimbanques ; suivi de, Kaléidoscope brisé"
"Vengeance, tome 2",Vengeance - Tome 2 Le grand oeuvre
"Bébé-fantôme, pouf!","Pouf!, bébé-fantôme"
 Le testament de Maïakovski  ,Le testament de Maïakovski
Les JJ's - Tome 6 La Mère Noëlle,La mère Noëlle
L'atelier vide, L Atelier Vide 
Les roses sauvages,Les Roses sauvages
DU CYAN PLEIN LES MAINS,Du cyan plein les mains
"Aqua, la méchante sirène",AQUA LA MECHANTE SIRENE
Les pions de l'Apocalypse,Le sacrifice - NÂ° 3
Les Plouffe,Plouffe
Helden, Helden
Caillou -joyeuse saint-valentin!,Caillou
Cupcakes et claquettes,Cupcakes et claquettes - Tome 4 Le coeur dans les nuages
Globule surfe sur la ligne du temps ,Globule surfe sur la ligne du temps
 Helene de Champlain T 03 Gracias a Dios ,Hélène de Champlain - Tome 3 Gracias a Dios
 Helene de Champlain T 03 Gracias a Dios ,Hélène de Champlain
Hélène de Champlain - Tome 3 Gracias a Dios,Hélène de Champlain
In a corner of paradise,Les Saintes Marie de la mer
Le journal du corsaire ,Le journal du corsaire
Open house,Open House
Panne #8 moyen,"Collection Souriceau, [7-8 ans]"
L'insoumise,L'insoumise - Tome 2
Chez Grandma - NÂ° 29,Chez Grandma
Icône - Tome 1,Icône
"Kimo, le dernier shaman",Canot magique (le) -kimo t1
Les gardiens de la lumière - Au fil des jours (tome 3),Les gardiens de la lumière
Les gardiens de la lumière - Au fil des jours (tome 3),Les Gardiens de la lumière - Tome 3 Au fil des jours
Les gardiens de la lumière,Les Gardiens de la lumière - Tome 3 Au fil des jours
Les confidences d'Ani Croche,Ani Croche
Les Filles de Caleb - Tome 2,Les filles de Caleb
Le hangar,HANGAR (LE)
La constellation du Lynx,La constellation du Lynx 
Zzzut ! - NÂ° 27,Zzzut!
Les coquerelles - NÂ° 21,Les Coquerelles
Les aventures d'Edwin Robi - NÂ° 1,La zone
Bonheurs derobes,Bonheurs dérobés
"Au secours, Yuri! ",AU SECOURS YURI
Le souffle de l'harmattan,Le Souffle de l'harmattan
QUEUE DE L'ESPIONNE,La queue de l'espionne
BETE DU LAC T03,La bête du lac
Guerres,GUERRES
SOEURS LATULIPE (LES),Les soeurs Latulipe
TINA LA VOLEUSE,Tina la voleuse
Cupidon à Wall Street,Cupidon a wall street
La Momie du Belvédère ,La momie du belvédère
De l'art de recevoir des menaces de mort,Psy malgré moi
De l'art de recevoir des menaces de mort,PSY MALGRE MOI EPISODE 12
Psy malgré moi,PSY MALGRE MOI EPISODE 12
Marie-Tempête, Marie-Tempête 
Vivre le conte dans sa classe,Vivre le conte dans sa classe Pistes de découverte et exploitations pédagogiques
Mystere et haute couture  bol,Mystère et haute couture
" Boris, tome 3 ",Boris
INTRUSION [R],Intrusion
SUPER TOUTOU NO02 CONTRE,Super Toutou contre les savants fous
